id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5570,Ocean front condo on the sand,8435,Jef Karchin,,Mission Bay,32.7843,-117.25258,Entire home/apt,2050,3,0,,,3,169
8488,Juniper Zen Palace- SD's Best Hood!,25186,Helene,,South Park,32.72839,-117.12824,Entire home/apt,225,3,42,2019-12-01,0.37,2,77
29967,"Great home, 10 min walk to Beach",129123,Michael,,Pacific Beach,32.80724,-117.2563,Entire home/apt,225,4,60,2018-08-09,0.52,5,289
38245,Point Loma/Liberty Station-NTC,164137,Melinda,,Roseville,32.74202,-117.2187,Private room,75,1,143,2019-10-20,1.26,3,361
39516,Art Studio Retreat/Rustic Cabin,169649,Chris  And Jean,,North Hills,32.73188,-117.11918,Entire home/apt,74,3,389,2020-01-13,3.37,1,321
54001,La Jolla  Grdn View + Sttng Rm; Lng Trm Only.,252692,Marsha,,La Jolla,32.8119,-117.26952,Private room,73,28,214,2019-11-20,1.95,4,334
62274,"charming, colorful, close to beach",302986,Isabel,,Pacific Beach,32.80734,-117.24243,Entire home/apt,68,2,544,2019-12-31,4.90,2,257
62949,Pacific Beach Cozy Private Unit Bikes Included,21532,Lisa,,Pacific Beach,32.80961,-117.23056,Entire home/apt,75,1,627,2020-01-13,6.96,2,36
67441,Canyon apartment hideaway,332552,Peter,,College Area,32.76365,-117.07675,Entire home/apt,90,3,3,2015-07-13,0.05,5,2
69385,$229/Night thru April! 30-Seconds to the Beach!,347408,Kimberly,,Mission Bay,32.78646,-117.25434,Entire home/apt,249,3,192,2020-01-03,1.77,1,283
75668,San Diego Living by JA 2,401936,Johnathon,,North Hills,32.7473,-117.14423,Private room,45,2,191,2019-12-27,1.85,2,239
79300,San Diego living by JA 1,401936,Johnathon,,North Hills,32.74594,-117.14406,Private room,50,2,153,2019-12-19,1.42,2,247
103416,"La Jolla Charm: Breakfast, Blks to Ocean",252692,Marsha,,La Jolla,32.81287,-117.26926,Private room,65,2,123,2019-03-05,1.17,4,258
103417,La Jolla Retreat-Garden View-Breakfast,252692,Marsha,,La Jolla,32.8128,-117.26747,Private room,87,2,196,2020-01-09,1.91,4,221
103420,"La Jolla Serene: Private Patio, Breakfast",252692,Marsha,,La Jolla,32.81253,-117.26772,Private room,115,2,146,2020-01-06,1.47,4,74
103720,Gaslamp Room - Hillcrest House Bed & Breakfast,507423,Ann,,Midtown,32.74886,-117.16529,Private room,99,1,51,2020-01-13,0.49,8,306
